Transcript,True TPM
ENST00000832849.1,49.46268348974973
ENST00000450305.2,26.430782949766808
ENST00000831731.1,20.932650155705044
ENST00000834252.1,12.889085512540605
ENST00000461467.1,353.90370390365723
ENST00000832531.1,21.6825737594141
ENST00000641515.2,86.13729569419803
ENST00000831127.1,80.15477362885136
ENST00000495576.1,25.32866538931406
ENST00000833190.1,3.2625497703618405
ENST00000835176.1,10.479457229769526
ENST00000493797.1,12.928989802053115
ENST00000833896.1,2.699459409219881
ENST00000831734.1,135.09066840991926
ENST00000831745.1,11.347999201258576
ENST00000624431.2,14.65285510899353
ENST00000623083.4,29.893083078476423
ENST00000835447.1,33.62370133706245
ENST00000835446.1,741.6947122737652
ENST00000834919.1,38.24234163061498
ENST00000796990.1,53.92334771100201
ENST00000796991.1,949.7177137982337
ENST00000820923.1,529.826584734004
ENST00000784893.1,27.656051033530836
ENST00000642124.1,1282.124822036934
ENST00000796425.1,60.71821220447238
ENST00000432723.3,3.371872188989226
ENST00000781686.1,6.4644949010265575
ENST00000452176.2,137.84073357421175
ENST00000745546.1,12.667533992102596
ENST00000781831.1,8.244943151161216
ENST00000440782.3,47.6292398247529
ENST00000428504.2,1351.963070308216
ENST00000326734.3,304.68219896277105
ENST00000661463.2,7.724868120723559
ENST00000745994.1,351.0959421320119
ENST00000746321.1,9.63336495054938
ENST00000746320.1,166.19029034332965
ENST00000745857.1,48.40877557260227
ENST00000736326.1,197.04410180815498
ENST00000736325.1,11.047787582177662
ENST00000756841.1,10.014541261542341
ENST00000756703.1,174.00265441929815
ENST00000756702.1,12.61650666484337
ENST00000464948.1,69.91887483515177
ENST00000469563.1,57.07604154072651
ENST00000466300.1,100.62804110995557
ENST00000481067.1,8.108861565171177
ENST00000480267.1,171.0026086534482
ENST00000491024.1,5.982899292354092
ENST00000479361.1,3.4570063791913546
ENST00000694917.1,45.191871769020125
ENST00000796003.1,61.8676104601949
ENST00000796004.1,1668.0254458125826
ENST00000484667.2,62.60965076556456
ENST00000624652.1,6.356261348650161
ENST00000649529.1,137.67242987021393
ENST00000796077.1,60.19551288018964
ENST00000458555.1,363.52146910528535
ENST00000492947.1,24.209064962684963
ENST00000799596.1,14.084531892287204
ENST00000800041.1,18.062559282280084
ENST00000412397.2,3.4258110796252303
ENST00000799885.1,10.545615419351403
ENST00000800222.1,195.26089726690472
ENST00000800220.1,22.5124728089658
ENST00000453464.3,92.31298718665924
ENST00000480643.1,86.55054313084261
ENST00000648183.1,34.32381128271088
ENST00000767612.1,10.099307632559023
ENST00000416774.1,342.8496746335801
ENST00000379317.1,9.458807941252902
ENST00000486728.5,132.1175587887931
ENST00000379265.5,5.9234946185293
ENST00000699979.1,445.94692270335105
ENST00000453580.1,63.75669780249093
ENST00000459994.2,76.05414034220979
ENST00000468365.1,51.63602727744243
ENST00000486627.1,829.9844924413471
ENST00000461142.3,4.989323424209267
ENST00000488418.2,100.22552894551575
ENST00000434139.1,31.164654522859372
ENST00000453732.1,461.6214379452846
ENST00000325425.12,10.911700613080288
ENST00000438966.1,78.79365483138031
ENST00000493657.1,21.07940176924756
ENST00000706602.1,597.7748848518833
ENST00000530233.1,14.037188927943381
ENST00000343938.9,36.836216534447516
ENST00000488011.1,1621.358067232694
ENST00000633096.1,1029.6157068397092
ENST00000472445.1,58.81779867694586
ENST00000806659.1,763.9140925725286
ENST00000806660.1,40.309495232269846
ENST00000464351.1,113.42395251035732
ENST00000489799.1,474.6892557971069
ENST00000496905.1,27.47410332936287
ENST00000463895.1,10.846918717047158
ENST00000497013.1,129.54942153845556
ENST00000453521.1,24.336035583118626
ENST00000482352.1,159.2397981339621
ENST00000477686.1,26.599131885752588
ENST00000780355.1,1239.6315422208527
ENST00000454272.2,2.772950668036624
ENST00000442470.1,171.61905641355435
ENST00000428932.1,38.45362528603275
ENST00000730018.1,103.53876957181379
ENST00000476993.2,8.367002082495192
ENST00000471398.1,1276.5260236874276
ENST00000475091.2,15.908814118335831
ENST00000484537.2,255.8458001738297
ENST00000485748.5,20.667188152493193
ENST00000474481.1,1.2402921609929183
ENST00000734700.1,118.01919169308918
ENST00000429957.1,41.92835046248149
ENST00000378733.9,87.69431388546816
ENST00000624426.1,5.246311188521553
ENST00000378725.3,40.47880813631492
ENST00000366221.4,11.752524501115824
ENST00000658591.1,132.35611745992517
ENST00000828256.1,20.141786363648663
ENST00000511910.1,321.7857307754144
ENST00000470373.1,15.296936652245993
ENST00000490017.1,39.396827415690154
ENST00000607013.2,12.104532481342481
ENST00000848399.1,402.2478175717576
ENST00000480991.1,5.84064853994847
ENST00000848030.1,215.50119543143205
ENST00000848031.1,15.185686203866021
ENST00000848497.1,11.632489431930797
ENST00000234610.5,8.21251466285773
ENST00000487462.1,86.00588868322288
ENST00000401096.2,1289.9396780950638
ENST00000598846.1,2.466664917934528
ENST00000417099.1,2.3097697489287365
ENST00000424604.1,269.1241055018478
ENST00000847564.1,10.453225797404647
ENST00000643943.1,148.33013163612304
ENST00000418950.2,75.6228840132161
ENST00000464373.1,11.568043507100157
ENST00000480542.1,514.3538875503008
ENST00000787790.1,465.3328129613231
ENST00000787789.1,18.726743076516392
ENST00000703712.1,58.4064853994847
ENST00000798467.1,99.71498820590152
ENST00000798468.1,5.553276204871218
ENST00000726657.1,22.272339765670164
ENST00000482402.1,13.31369938171038
ENST00000602604.1,271.1111973184509
ENST00000416272.1,40.02616970667562
ENST00000378592.1,3.8937656932989797
ENST00000757331.1,22.391762498998155
ENST00000640688.1,16.123798092907936
ENST00000807391.1,378.7116596184725
ENST00000807390.1,19.79177111878273
ENST00000776845.1,123.46623130969331
ENST00000449154.1,9.556209853691433
ENST00000505322.5,38.18885583812461
ENST00000472017.1,6.936982900437136
ENST00000832148.1,224.77396718186958
ENST00000832149.1,7.332859887731616
ENST00000514625.1,148.5086666452047
ENST00000420964.1,13.299565942876294
ENST00000799046.1,12.875838764840154
ENST00000478223.2,2840.859663988542
ENST00000507179.1,85.22578991965625
ENST00000810896.1,9.280141569029237
ENST00000475812.1,15.130665601678102
ENST00000494279.2,349.7196207047963
ENST00000729642.1,66.28672549306597
ENST00000502666.1,57.556773896735685
ENST00000462379.1,10.703281604604415
ENST00000424657.1,247.81037376638508
ENST00000442305.1,40.623187802170776
ENST00000491212.1,812.1723897309034
ENST00000514922.1,66.1700235115641
ENST00000378453.4,12.61650666484337
ENST00000644246.1,13.63835305703186
ENST00000829799.1,1253.2715564241541
ENST00000829798.1,113.0463105144485
ENST00000482602.5,9.622266603832156
ENST00000480305.1,169.0714051037715
ENST00000456687.3,28.978082771448268
ENST00000830048.1,243.2658469551353
ENST00000424215.2,400.902115782063
ENST00000829924.1,55.038730887158565
ENST00000477045.1,6.746468022719153
ENST00000509374.1,168.2663031747059
ENST00000511099.1,7.538021130077899
ENST00000723532.1,64.54503409680304
ENST00000401095.9,1.0735382277797316
ENST00000637179.1,101.16661372434687
ENST00000648684.1,7.042265946143602
ENST00000638002.1,2.6684113137783743
ENST00000457440.1,27.519365443579282
ENST00000429389.1,623.0025109278369
ENST00000727914.1,41.51156765470334
ENST00000767974.1,55.893778092623506
ENST00000724114.1,18.992899174818223
ENST00000642073.1,490.01097776923194
ENST00000702683.2,1371.4292052455928
ENST00000818119.1,137.09300045156826
ENST00000378389.5,51.19517678186005
ENST00000606170.1,1844.3656583330992
ENST00000818385.1,153.45115980284564
ENST00000818534.1,12.751339560498188
ENST00000818619.1,531.2743768068513
ENST00000669140.1,45.89080995673798
ENST00000665088.1,6.000091531699936
ENST00000732444.1,22.88254085514058
ENST00000418137.1,21.75033180241227
ENST00000485984.1,103.50927134686455
ENST00000461795.1,99.90583028859226
ENST00000838837.1,1545.472395157231
ENST00000691868.2,106.99006189087426
ENST00000838669.1,4.32752715654213
ENST00000378344.7,1.7393018350950253
ENST00000419924.2,55.40383026286111
ENST00000479331.1,1179.784813820533
ENST00000604566.1,33.82673105058521
ENST00000648935.1,95.46762874534247
ENST00000624948.1,23.395314879905634
ENST00000637775.1,117.6760219577934
ENST00000462521.2,14.835039808394871
ENST00000742845.1,19.068784045950483
ENST00000444870.7,30.537943005946296
ENST00000452264.1,616.6000102912042
ENST00000479239.1,38.48906641532862
ENST00000378223.3,454.4868618552231
ENST00000676046.1,17.599305203155986
ENST00000481945.1,26.264551610460103
ENST00000461150.1,389.6036110612857
ENST00000680535.1,38.66725653762182
ENST00000679929.1,1824.2804610696944
ENST00000757276.1,27.422557169270256
ENST00000816721.1,5.7284824500180465
ENST00000671015.1,6.665704239526186
ENST00000742916.1,97.40090276532142
ENST00000642139.2,0.8105713715184698
ENST00000743045.1,102.56998576295472
ENST00000743266.1,2.802727319505474
ENST00000835192.1,13.692012151026741
ENST00000777414.1,152.20277744193737
ENST00000761402.1,2.3110479834328483
ENST00000785550.1,45.80691450891944
ENST00000785551.1,727.647463935247
ENST00000667352.2,399.22479720961394
ENST00000635642.1,24.80216009540107
ENST00000819253.1,19.867096603535472
ENST00000641472.1,11.047787582177662
ENST00000764213.1,38.50878417476271
ENST00000438791.2,140.76619233920752
ENST00000661628.1,90.01313017641029
ENST00000420522.1,12.246521132150018
ENST00000797402.1,230.45167608709724
ENST00000797407.1,20.223068794494704
ENST00000378190.7,35.04879316880534
ENST00000466761.1,14.01363659752737
ENST00000658045.1,1.37823884688553
ENST00000837674.1,984.2114135402529
ENST00000641254.1,81.00123567794915
ENST00000838601.1,40.64295577677038
ENST00000838678.1,814.7027421105475
ENST00000443270.1,139.51215053663105
ENST00000741292.1,710.1808937257103
ENST00000785386.1,42.08436292931863
ENST00000819942.1,61.41270155975229
ENST00000786863.1,16.5980274485817
ENST00000786913.1,801.0227459583128
ENST00000732267.1,829.4126527319879
ENST00000649109.1,246.53870071939113
ENST00000831856.1,15.296936652245993
ENST00000641583.1,6.857247464799928
ENST00000762612.1,9.666814134405454
ENST00000727754.1,377.0418663631118
ENST00000727756.1,132.80767969812158
ENST00000728083.1,35.125769490250846
ENST00000753707.1,23.200353922573086
ENST00000622020.4,9.7311737491485
ENST00000662815.1,8.134708830652508
ENST00000496404.1,26.90979432018143
ENST00000491020.1,12.928989802053115
ENST00000484532.6,302.33945383262665
ENST00000462296.5,104.4015926515789
ENST00000455744.2,430.65656968776295
ENST00000722469.1,19.311277253471243
ENST00000463453.1,1177.4615712584086
ENST00000483336.1,35.31554931131633
ENST00000495791.1,407.4208493720152
ENST00000474756.1,6.806949806133913
ENST00000796174.1,17.203146059992402
ENST00000441724.1,253.2059716330033
ENST00000377898.4,17.645339603083755
ENST00000377893.3,4.973872922895612
ENST00000377834.8,1.9596732548395852
ENST00000487437.5,150.99403895889512
ENST00000468561.2,18.95339049650449
ENST00000453341.1,15.699487616778782
ENST00000515145.1,408.84539779639294
ENST00000676362.1,648.9312888763588
ENST00000674803.1,9.198378207187568
ENST00000675812.1,35.21132973071801
ENST00000462798.1,268.3677303269426
ENST00000460777.1,15.582327261429686
ENST00000351136.7,62.495875879085176
ENST00000411823.5,2.3059435152198544
ENST00000498342.5,93.32933922530417
ENST00000466813.1,15.858469769860084
ENST00000496707.5,35.4762693476239
ENST00000729011.1,102.21134944909824
ENST00000487819.5,14.914513235939845
ENST00000472925.1,220.9107962515606
ENST00000460594.5,488.7647711054985
ENST00000465911.1,22.421818556043792
